Trans. Date,Post Date,Description,Amount,Category
07/21/2016,07/21/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
07/21/2016,07/21/2016,"PIZZA HUT #30215 612-721-4022 MN",37.00,"Restaurants"
07/21/2016,07/21/2016,"USPS 26632633408592418 MINNEAPOLIS MN",18.80,"Government Services"
07/22/2016,07/22/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
07/22/2016,07/22/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02287R",11.86,"Gasoline"
07/23/2016,07/23/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
07/23/2016,07/23/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",7.01,"Restaurants"
07/24/2016,07/24/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",7.99,"Services"
07/24/2016,07/24/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.40,"Supermarkets"
07/25/2016,07/25/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.11,"Supermarkets"
07/25/2016,07/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02530R",1.49,"Gasoline"
07/25/2016,07/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02575R",6.99,"Gasoline"
07/26/2016,07/26/2016,"INTEREST CHARGE ON PURCHASES",93.16,"Interest"
07/26/2016,07/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",31.60,"Supermarkets"
07/26/2016,07/27/2016,"STAPLES 00118851105 ROSEVILLE MN",66.35,"Merchandise"
07/26/2016,07/27/2016,"SUBWAY 00073304255 ROSEVILLE MN",7.49,"Restaurants"
07/26/2016,07/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02658R",8.07,"Gasoline"
07/27/2016,07/27/2016,"HOLIDAY STNSTORE 0341 ST. PAUL MN",8.88,"Gasoline"
07/27/2016,07/27/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",10.00,"Restaurants"
07/27/2016,07/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
07/28/2016,07/28/2016,"GITHUB.COM 9ENSZ 415-448-6673 CA",7.00,"Merchandise"
07/28/2016,07/28/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",40.29,"Supermarkets"
07/28/2016,07/28/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02823R",8.28,"Gasoline"
07/29/2016,07/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0728",50.78,"Services"
07/29/2016,07/29/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",11.00,"Restaurants"
07/29/2016,07/29/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
07/29/2016,07/29/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02941R",2.68,"Gasoline"
07/29/2016,07/29/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02939R",9.44,"Gasoline"
07/30/2016,07/30/2016,"EXXONMOBIL GRANTSBURG WI",30.33,"Gasoline"
07/30/2016,07/30/2016,"MINIT MART #507 GRANTSBURG WI",6.33,"Supermarkets"
07/31/2016,07/31/2016,"BURNETT DAIRY COOP GRANTSBURG WI",8.95,"Gasoline"
08/01/2016,08/01/2016,"ELEVATED MPLS MINNEAPOLIS MN",24.24,"Merchandise"
08/01/2016,08/01/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
08/01/2016,08/01/2016,"MINIT MART #507 GRANTSBURG WI",15.24,"Supermarkets"
08/02/2016,08/02/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
08/03/2016,08/03/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
08/04/2016,08/04/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
08/04/2016,08/04/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.21,"Supermarkets"
08/05/2016,08/05/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
08/05/2016,08/05/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
08/06/2016,08/06/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
08/06/2016,08/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.06,"Supermarkets"
08/07/2016,08/07/2016,"ESCAPEMSP 402-935-7733 MN",32.13,"Services"
08/07/2016,08/07/2016,"ESCAPEMSP 402-935-7733 MN",224.97,"Services"
08/09/2016,08/09/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-8.88,"Awards and Rebate Credits"
08/09/2016,08/09/2016,"INTERNET PAYMENT - THANK YOU",-2000.00,"Payments and Credits"
08/09/2016,08/09/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",9.25,"Restaurants"
08/09/2016,08/09/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",28.73,"Supermarkets"
08/09/2016,08/09/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00972R",8.05,"Gasoline"
08/09/2016,08/09/2016,"TARGET SAINT PAUL MN",20.59,"Supermarkets"
08/10/2016,08/10/2016,"ERIKS BIKE SHOP SAINT PAUL MN",100.32,"Merchandise"
08/10/2016,08/10/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.61,"Supermarkets"
08/10/2016,08/10/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01073R",7.54,"Gasoline"
08/11/2016,08/11/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",67.75,"Merchandise"
08/11/2016,08/11/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",42.36,"Supermarkets"
08/11/2016,08/11/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01104R",8.07,"Gasoline"
08/11/2016,08/11/2016,"TARGET MINNEAPOLIS MN",71.59,"Supermarkets"
08/12/2016,08/12/2016,"AMAZON VIDEO ON DEMAND AMZN.COM/BILLWASJI0VCS6VLH",19.99,"Merchandise"
08/12/2016,08/12/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",47.90,"Supermarkets"
08/12/2016,08/12/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01225R",8.07,"Gasoline"
08/13/2016,08/13/2016,"TOWN HALL LANES MINNEAPOLIS MN",120.00,"Restaurants"
08/15/2016,08/15/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",20.00,"Restaurants"
08/15/2016,08/15/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01510R",8.07,"Gasoline"
08/16/2016,08/16/2016,"BLIZZARD ENT*ONL STORE 800-592-5499 CABAFTUTP",29.99,"Merchandise"
08/16/2016,08/16/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
08/16/2016,08/16/2016,"INTERNET PAYMENT - THANK YOU",-900.00,"Payments and Credits"
08/16/2016,08/16/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",5.15,"Restaurants"
08/16/2016,08/16/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
08/18/2016,08/18/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
08/18/2016,08/18/2016,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
08/18/2016,08/18/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",7.01,"Restaurants"
08/18/2016,08/18/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
08/18/2016,08/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.25,"Supermarkets"
08/18/2016,08/18/2016,"WIKIMEDIA 8776009454 SAN FRANCISCOCA",20.00,"Services"
08/19/2016,08/19/2016,"INTERNET PAYMENT - THANK YOU",-1700.00,"Payments and Credits"
08/19/2016,08/19/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
08/20/2016,08/20/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",16.45,"Merchandise"
08/20/2016,08/20/2016,"NETFLIX.COM NETFLIX.COM CA11763149968",8.61,"Merchandise"
08/21/2016,08/21/2016,"ITALIAN EATERY MINNEAPOLIS MN",25.00,"Restaurants"
08/22/2016,08/22/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
08/22/2016,08/22/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.72,"Supermarkets"
08/23/2016,08/23/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.73,"Supermarkets"
08/23/2016,08/23/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02309R",2.98,"Gasoline"
08/23/2016,08/23/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02337R",8.07,"Gasoline"
08/23/2016,08/23/2016,"THE UPS STORE 6160 ST. PAUL MN02394R",224.98,"Services"
08/24/2016,08/24/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",7.99,"Services"
08/24/2016,08/24/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",21.00,"Restaurants"
08/24/2016,08/24/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.00,"Supermarkets"
08/24/2016,08/24/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.52,"Supermarkets"
08/24/2016,08/24/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02445R",2.98,"Gasoline"
08/24/2016,08/24/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02427R",8.07,"Gasoline"
08/25/2016,08/25/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.60,"Supermarkets"
08/25/2016,08/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02558R",12.91,"Gasoline"
08/26/2016,08/26/2016,"INTEREST CHARGE ON PURCHASES",83.37,"Interest"
08/26/2016,08/27/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",21.00,"Restaurants"
08/26/2016,08/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",23.06,"Merchandise"
08/26/2016,08/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02659R",4.17,"Gasoline"
08/27/2016,08/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
08/27/2016,08/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
08/28/2016,08/28/2016,"GITHUB.COM 9ENSZ 415-448-6673 CA",7.00,"Merchandise"
08/28/2016,08/28/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",34.08,"Supermarkets"
08/29/2016,08/29/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-9.30,"Awards and Rebate Credits"
08/29/2016,08/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0828",50.78,"Services"
08/29/2016,08/29/2016,"INTERNET PAYMENT - THANK YOU",-104.70,"Payments and Credits"
08/29/2016,08/29/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",21.00,"Restaurants"
08/29/2016,08/29/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
08/29/2016,08/29/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.04,"Supermarkets"
08/29/2016,08/29/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02998R",10.23,"Gasoline"
08/30/2016,08/30/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
08/30/2016,08/30/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.25,"Supermarkets"
08/30/2016,08/30/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03049R",13.87,"Gasoline"
08/30/2016,08/30/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03036R",42.96,"Gasoline"
08/31/2016,08/31/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
08/31/2016,08/31/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",8.81,"Merchandise"
08/31/2016,08/31/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03159R",6.99,"Gasoline"
08/31/2016,08/31/2016,"USPS 26834133400995418 SAINT PAUL MN",9.50,"Government Services"
09/01/2016,09/01/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",8.83,"Restaurants"
09/01/2016,09/01/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.32,"Merchandise"
09/01/2016,09/01/2016,"RAINBOW #7301 ST. PAUL MN",5.13,"Supermarkets"
09/02/2016,09/02/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/04/2016,09/04/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.86,"Supermarkets"
09/04/2016,09/04/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.92,"Supermarkets"
09/04/2016,09/04/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",21.55,"Supermarkets"
09/04/2016,09/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00468R",6.82,"Gasoline"
09/04/2016,09/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00465R",16.78,"Gasoline"
09/05/2016,09/05/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/05/2016,09/05/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
09/05/2016,09/05/2016,"SUPPLEMENTWAREHOUSECOM OAK CREEK WI",94.46,"Supermarkets"
09/05/2016,09/05/2016,"TARGET SAINT PAUL MN",14.52,"Supermarkets"
09/05/2016,09/06/2016,"GITHUB.COM 4154486673 CA",-7.00,"Payments and Credits"
09/05/2016,09/06/2016,"GITHUB.COM 4154486673 CA",-7.00,"Payments and Credits"
09/05/2016,09/06/2016,"GITHUB.COM 4154486673 CA",-7.00,"Payments and Credits"
09/05/2016,09/06/2016,"GITHUB.COM 4154486673 CA",-7.00,"Payments and Credits"
09/05/2016,09/06/2016,"GITHUB.COM 4154486673 CA",-7.00,"Payments and Credits"
09/05/2016,09/06/2016,"GITHUB.COM 4154486673 CA",-4.96,"Payments and Credits"
09/07/2016,09/07/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.96,"Merchandise"
09/07/2016,09/07/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",23.46,"Supermarkets"
09/07/2016,09/07/2016,"TARGET SAINT PAUL MN",8.80,"Supermarkets"
09/08/2016,09/08/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/08/2016,09/08/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
09/08/2016,09/08/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.72,"Supermarkets"
09/08/2016,09/08/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00802R",6.82,"Gasoline"
09/09/2016,09/09/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
09/10/2016,09/10/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
09/10/2016,09/10/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",85.38,"Supermarkets"
09/10/2016,09/10/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01059R",6.99,"Gasoline"
09/12/2016,09/12/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/12/2016,09/12/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
09/13/2016,09/13/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/13/2016,09/13/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",13.13,"Restaurants"
09/15/2016,09/15/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
09/15/2016,09/15/2016,"TACO BELL 3314 SAINT PAUL MN",13.95,"Restaurants"
09/16/2016,09/16/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/16/2016,09/16/2016,"INTERNET PAYMENT - THANK YOU",-1650.00,"Payments and Credits"
09/16/2016,09/16/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",6.77,"Restaurants"
09/16/2016,09/16/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",63.33,"Supermarkets"
09/16/2016,09/16/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01641R",6.99,"Gasoline"
09/17/2016,09/17/2016,"NOKOMIS SHOE SHOP MINNEAPOLIS MN",52.99,"Merchandise"
09/17/2016,09/17/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",26.23,"Supermarkets"
09/17/2016,09/17/2016,"TARGET SAINT PAUL MN",20.36,"Supermarkets"
09/18/2016,09/18/2016,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
09/18/2016,09/18/2016,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",91.57,"Home Improvement"
09/18/2016,09/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",39.43,"Supermarkets"
09/18/2016,09/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",55.93,"Supermarkets"
09/18/2016,09/18/2016,"TARGET RICHFIELD MN",150.13,"Supermarkets"
09/19/2016,09/19/2016,"WIKIMEDIA 8776009454 SAN FRANCISCOCA",20.00,"Services"
09/20/2016,09/20/2016,"NETFLIX.COM NETFLIX.COM CA12168755845",8.61,"Merchandise"
09/21/2016,09/05/2016,"SUPPLEMENTWAREHOUSECOMAN ADJUSTMENT TO YOUR ACCOUNT",-94.46,"Payments and Credits"
09/21/2016,09/21/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/21/2016,09/21/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
09/21/2016,09/21/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02144R",4.31,"Gasoline"
09/22/2016,09/22/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
09/22/2016,09/22/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.87,"Supermarkets"
09/23/2016,09/23/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/23/2016,09/23/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.95,"Supermarkets"
09/24/2016,09/24/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
09/25/2016,09/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02514R",11.62,"Gasoline"
09/26/2016,09/26/2016,"INTEREST CHARGE ON PURCHASES",64.76,"Interest"
09/26/2016,09/26/2016,"INTERNET PAYMENT - THANK YOU",-200.00,"Payments and Credits"
09/26/2016,09/27/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/26/2016,09/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",34.27,"Supermarkets"
09/27/2016,09/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
09/27/2016,09/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
09/28/2016,09/28/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
09/28/2016,09/28/2016,"INTEREST CHARGE REFUND",-0.03,"Payments and Credits"
09/28/2016,09/28/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
09/29/2016,09/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0928",50.78,"Services"
10/01/2016,10/01/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-17.94,"Awards and Rebate Credits"
10/01/2016,10/01/2016,"INTERNET PAYMENT - THANK YOU",-308.99,"Payments and Credits"
10/01/2016,10/01/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.59,"Supermarkets"
10/01/2016,10/01/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.82,"Supermarkets"
10/01/2016,10/01/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.86,"Supermarkets"
10/01/2016,10/01/2016,"WHOLEFDS SPL #10542 SAINT PAUL MN",29.58,"Supermarkets"
10/02/2016,10/02/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
10/02/2016,10/02/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.97,"Supermarkets"
10/02/2016,10/02/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00232R",2.98,"Gasoline"
10/03/2016,10/03/2016,"GOOGLE *SUBATOMIC G.CO/PAYHELP#CAP0B7TZDL",2.99,"Merchandise"
10/03/2016,10/03/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
10/03/2016,10/03/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",21.92,"Supermarkets"
10/04/2016,10/04/2016,"ELEVATED MPLS MINNEAPOLIS MN",9.91,"Merchandise"
10/04/2016,10/04/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
10/04/2016,10/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00404R",4.31,"Gasoline"
10/05/2016,10/05/2016,"ELEVATED MPLS MINNEAPOLIS MN",20.76,"Merchandise"
10/05/2016,10/05/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
10/05/2016,10/05/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00590R",13.13,"Gasoline"
10/06/2016,10/06/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
10/06/2016,10/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.44,"Supermarkets"
10/07/2016,10/07/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
10/08/2016,10/08/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
10/08/2016,10/08/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",50.97,"Supermarkets"
10/10/2016,10/10/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.62,"Supermarkets"
10/12/2016,10/12/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",18.09,"Supermarkets"
10/12/2016,10/12/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01270R",5.39,"Gasoline"
10/12/2016,10/12/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01267R",20.01,"Gasoline"
10/13/2016,10/13/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",35.04,"Supermarkets"
10/14/2016,10/14/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.39,"Supermarkets"
10/14/2016,10/14/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.99,"Supermarkets"
10/14/2016,10/14/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.98,"Supermarkets"
10/15/2016,10/15/2016,"INTERNET PAYMENT - THANK YOU",-1910.00,"Payments and Credits"
10/15/2016,10/15/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.40,"Supermarkets"
10/16/2016,10/16/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.43,"Supermarkets"
10/16/2016,10/16/2016,"TARGET SAINT PAUL MN",16.53,"Supermarkets"
10/17/2016,10/17/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",25.87,"Supermarkets"
10/18/2016,10/18/2016,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
10/18/2016,10/18/2016,"WIKIMEDIA 8776009454 877-600-9454 CA",20.00,"Services"
10/19/2016,10/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.58,"Supermarkets"
10/20/2016,10/20/2016,"TARGET SAINT PAUL MN",5.78,"Supermarkets"
10/21/2016,10/21/2016,"CASH ADVANCE FEE",5.00,"Fees"
10/21/2016,10/21/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.85,"Supermarkets"
10/21/2016,10/21/2016,"TARGET SAINT PAUL MN",7.85,"Supermarkets"
10/21/2016,10/21/2016,"U.S. BANK MINNEAPOLIS MN",80.00,"Cash Advances"
10/22/2016,10/22/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",5.64,"Gasoline"
10/22/2016,10/22/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",12.21,"Gasoline"
10/22/2016,10/22/2016,"CASEYS GEN STORE 1753 NORTHWOOD IA",3.52,"Gasoline"
10/22/2016,10/22/2016,"SHADE TREE LIQUORS NORTHWOOD IA",20.78,"Merchandise"
10/22/2016,10/22/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02277R",5.39,"Gasoline"
10/22/2016,10/22/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02253R",30.10,"Gasoline"
10/23/2016,10/23/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",8.83,"Restaurants"
10/23/2016,10/23/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.60,"Supermarkets"
10/23/2016,10/23/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02315R",13.55,"Gasoline"
10/24/2016,10/24/2016,"AMAZON VIDEO ON DEMAND AMZN.COM/BILLWAJEVQ1JECZUB",19.99,"Merchandise"
10/24/2016,10/24/2016,"CHIPOTLE 0025 SAINT PAUL MN",9.47,"Restaurants"
10/24/2016,10/24/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
10/25/2016,10/25/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
10/25/2016,10/25/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",45.99,"Supermarkets"
10/25/2016,10/27/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
10/26/2016,10/26/2016,"INTEREST CHARGE ON CASH ADVANCES",0.34,"Interest"
10/26/2016,10/26/2016,"INTEREST CHARGE ON PURCHASES",50.78,"Interest"
10/26/2016,10/27/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
10/27/2016,10/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
10/29/2016,10/29/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-9.79,"Awards and Rebate Credits"
10/29/2016,10/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA1028",50.78,"Services"
10/29/2016,10/29/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
10/29/2016,10/29/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",6.22,"Restaurants"
10/29/2016,10/29/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",8.83,"Restaurants"
10/30/2016,10/30/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA400SCO85 MV0Y4XL5K4-0",64.65,"Merchandise"
10/31/2016,10/31/2016,"MYFICO COM 8003194433 CA",59.85,"Merchandise"
10/31/2016,10/31/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",35.60,"Supermarkets"
10/31/2016,10/31/2016,"SLING.COM 888-393-6312 CO",42.89,"Services"
10/31/2016,10/31/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03166R",6.88,"Gasoline"
10/31/2016,10/31/2016,"WENDYS25 SAINT PAUL MN",4.81,"Restaurants"
